name,city,Condo_hotel,review_badge,review_titel,review_number,cc,price,Duration,persons,stars,taxes,Favorite_partner,type_hotels
المهيدب الندوة, RiyadhShow,Condo Hotel,8.5,VeryGood,454reviews,null,SAR 338,2 nights, 1 adult,null, +SAR25 taxes and charges  ,,Condo Hotel
Al Muhaidb Residence Al Dowally, Hafr Al-BatinShow,null,None,Excellent,114reviews,null,SAR 338,2 nights, 1 adult,null, +SAR25 taxes and charges  ,,null
Wharf Suites, RiyadhShow,Condo Hotel,None,Good,7reviews,null,SAR 338,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Al Farhan Hotel Suites - Al Salam, RiyadhShow,null,None,Good,394reviews,null,SAR 338,2 nights, 1 adult,null, +SAR44 taxes and charges  ,,null
Al Muhaidb Residence Al Maidan, Hafr Al-BatinShow,Condo Hotel,6.9,Good,5reviews,null,SAR 338,2 nights, 1 adult,null, +SAR25 taxes and charges  ,,Condo Hotel
Ruoof Furnished Units Apartment, RiyadhShow,Condo Hotel,8.5,VeryGood,113reviews,null,SAR 338,2 nights, 1 adult,null, +SAR25 taxes and charges  ,,Condo Hotel
Baisan Suites Al Jubail, Al JubailShow,Condo Hotel,7.6,Good,551reviews,null,SAR 340,2 nights, 1 adult,null, +SAR17 taxes and charges  ,,Condo Hotel
Dar Al Asalah Hotel-Apartments, Hotat bani tamimShow,Condo Hotel,7.0,VeryGood,127reviews,null,SAR 340,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
ميرا هاوس للشقق الفندقية, BaljurashiShow,Condo Hotel,8.1,VeryGood,82reviews,null,SAR 340,2 nights, 1 adult,3, +SAR26 taxes and charges  ,null,Condo Hotel
Taleen AlAqiq hotel apartments, RiyadhShow,Condo Hotel,5.7,Good,222reviews,null,SAR 340,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
Rose Palace for Families Only, AbhaShow,Condo Hotel,7.1,Reviewscore,106reviews,null,SAR 340,2 nights, 1 adult,null, +SAR17 taxes and charges  ,,Condo Hotel
Al Louloah Al Baraqah Furnished Apartments, JeddahShow,null,7.9,Excellent,48reviews,null,SAR 340,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,null
Rahat Taraf, RiyadhShow,Condo Hotel,None,Excellent,328reviews,null,SAR 340,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
Odst Hotel Suites," Sari Street, JeddahShow",Condo Hotel,None,Reviewscore,62reviews,null,SAR 340,2 nights, 1 adult,4, +SAR26 taxes and charges  ,Favorite partner,Condo Hotel
Raoum Inn Hafr Al Baten, Hafr Al-BatinShow,Condo Hotel,None,Reviewscore,"1,405reviews",null,SAR 340,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
Raoum Inn Majmaa, Al Majma'ahShow,Condo Hotel,7.8,Good,"1,230reviews",null,SAR 340,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
فندق التيسير, ArarShow,null,6.6,VeryGood,422reviews,null,SAR 340,2 nights, 1 adult,3-star, +SAR0 taxes and charges  ,null,null
Door Residential Units, RiyadhShow,null,6.2,Good,72reviews,null,SAR 340,2 nights, 1 adult,null, includes taxes and charges ,,null
Rukon Buotat 15," Al Olaya, RiyadhShow",Condo Hotel,8.4,Reviewscore,6reviews,null,SAR 340,2 nights, 1 adult,null, +SAR43 taxes and charges  ,,Condo Hotel
Aris Furnished Apartments, BuraydahShow,Condo Hotel,None,Good,49reviews,null,SAR 340,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Violet Al Shisha Hotel, MeccaShow,null,None,Good,395reviews,null,SAR 340,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,null
ميلاف للشقق الفندقية, ŢurayfShow,Condo Hotel,None,Reviewscore,210reviews,null,SAR 340,2 nights, 1 adult,null, +SAR0 taxes and charges  ,,Condo Hotel
سماية للشقق الفندقيه, RiyadhShow,Condo Hotel,7.4,Good,107reviews,null,SAR 340,2 nights, 1 adult,null, +SAR43 taxes and charges  ,,Condo Hotel
Kosoor Al Nasrya Aparthotel, NajranShow,Condo Hotel,None,VeryGood,240reviews,null,SAR 340,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
ابراج التاج1, RiyadhShow,null,None,VeryGood,37reviews,null,SAR 340,2 nights, 1 adult,null, includes taxes and charges ,PromotedThis property spends a little extra to promote their visibility on our site. It matches your search criteria and is a great option for you.,null
Almuhaidb Alnarges, RiyadhShow,Condo Hotel,None,Excellent,21reviews,null,SAR 340,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
Al Bouvardia Hotel Units, AbhaShow,Condo Hotel,8.0,VeryGood,139reviews,null,SAR 340,2 nights, 1 adult,null, +SAR17 taxes and charges  ,,Condo Hotel
Royal Suite Furnished Apartments, RiyadhShow,Condo Hotel,None,Excellent,318reviews,null,SAR 340,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Taleen Al Anfal ِAl Naseem Al Sharqy, RiyadhShow,Condo Hotel,None,Good,370reviews,null,SAR 340,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
باب القمر2, YanbuShow,null,None,Good,922reviews,null,SAR 340,2 nights, 1 adult,null, +SAR34 taxes and charges  ,,null
Fantazia Beach, YanbuShow,Condo Hotel,6.6,Good,793reviews,null,SAR 340,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
تاج الإتقان, RiyadhShow,null,6.2,Reviewscore,246reviews,null,SAR 340,2 nights, 1 adult,null, +SAR17 taxes and charges  ,,null
Zahrt Nadeen, TabukShow,Condo Hotel,7.2,Reviewscore,96reviews,null,SAR 340,2 nights, 1 adult,null, +SAR17 taxes and charges  ,,Condo Hotel
فندق قصر ألف ألف, Khamis MushaytShow,null,7.8,Reviewscore,15reviews,null,SAR 340,2 nights, 1 adult,null, +SAR0 taxes and charges  ,,null
Al Joory Suites Hotel, KhafjiShow,null,8.3,Good,165reviews,null,SAR 340,2 nights, 1 adult,3-star, +SAR26 taxes and charges  ,null,null
Bait Al Amani Suites," Al Worood, RiyadhShow",Condo Hotel,7.7,Reviewscore,37reviews,null,SAR 340,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
Raoum Inn Shaqra, ShaqraShow,null,None,Good,389reviews,null,SAR 340,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,null
Mirage Hotel, JazanShow,null,None,Reviewscore,881reviews,null,SAR 341,2 nights, 1 adult,2-star, includes taxes and charges ,null,null
Arcadia Hotel Suites, RiyadhShow,null,None,Good,79reviews,null,SAR 342,2 nights, 1 adult,null, +SAR17 taxes and charges  ,,null
Safwat Al Amal Hotel, Al HadaShow,null,6.3,VeryGood,250reviews,null,SAR 342,2 nights, 1 adult,2-star, +SAR26 taxes and charges  ,null,null
Olaya Houses 3," Al Olayya, Al KhobarShow",Condo Hotel,None,Good,40reviews,null,SAR 342,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
Retaj Al Rayyan Makkah, MeccaShow,null,None,VeryGood,20reviews,null,SAR 342,2 nights, 1 adult,4-star, +SAR34 taxes and charges  ,null,null
Wakan Luxury Villas and Suites, JeddahShow,Apartments,None,VeryGood,61reviews,null,SAR 342,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Apartments
Dorar Darea Hotel Apartments- Al Malqa 2, RiyadhShow,Condo Hotel,7.4,Reviewscore,209reviews,null,SAR 342,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
Dorar Darea Hotel Apartments - Al Malqa, RiyadhShow,Condo Hotel,7.6,Good,64reviews,null,SAR 342,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
شقق مذهلة, ḐirsShow,null,6.5,Reviewscore,191reviews,null,SAR 342,2 nights, 1 adult,null, +SAR34 taxes and charges  ,,null
Dorar Darea Hotel Apartments - Al Nafl, RiyadhShow,Condo Hotel,None,Reviewscore,42reviews,null,SAR 342,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
Raslan Aparthotel, ArarShow,Condo Hotel,None,Good,70reviews,null,SAR 343,2 nights, 1 adult,null, +SAR17 taxes and charges  ,,Condo Hotel
Grden view مطل الحدائق, TaifShow,Condo Hotel,None,Good,68reviews,null,SAR 344,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
فندق قصر المدينة جدة, JeddahShow,null,6.4,VeryGood,121reviews,null,SAR 344,2 nights, 1 adult,null, +SAR26 taxes and charges  ,PromotedThis property spends a little extra to promote their visibility on our site. It matches your search criteria and is a great option for you.,null
Onizah Hotel, UnayzahShow,null,8.3,Good,140reviews,null,SAR 345,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,null
Juina Castle," Al Rawdah, RiyadhShow",Condo Hotel,6.7,Reviewscore,55reviews,null,SAR 346,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
Mila Hotel, JeddahShow,null,6.4,Good,332reviews,null,SAR 348,2 nights, 1 adult,null, includes taxes and charges ,,null
Gold Palace for Hotel Apartments," Al Salamah, JeddahShow",Condo Hotel,8.0,Excellent,289reviews,null,SAR 348,2 nights, 1 adult,null, +SAR17 taxes and charges  ,,Condo Hotel
Mabet Al Tahlia Hotel Apartments," Al Tahlia Street, JeddahShow",null,6.5,Good,556reviews,null,SAR 350,2 nights, 1 adult,3-star, +SAR17 taxes and charges  ,null,null
امواج ينبع للوحدات السكنية, YanbuShow,Condo Hotel,6.6,Good,927reviews,null,SAR 350,2 nights, 1 adult,4, +SAR26 taxes and charges  ,null,Condo Hotel
Ray Kady Hotel Apartment 1, RiyadhShow,Condo Hotel,6.9,VeryGood,"1,125reviews",null,SAR 350,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,Condo Hotel
Ewan Dar Alhejra Hotel, MedinaShow,null,7.9,VeryGood,244reviews,null,SAR 350,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,null
Blue Sands Palace," Al Olayya, Al KhobarShow",Condo Hotel,7.1,Reviewscore,"1,083reviews",null,SAR 350,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,Condo Hotel
Maskan Al Jawad, MedinaShow,null,7.7,Reviewscore,23reviews,null,SAR 350,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,null
Al Eairy Apartments - Al Madinah 9, MedinaShow,null,8.0,Good,"1,727reviews",null,SAR 350,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,null
High End Gardens Al Khobar," Al Aqrabeyah, Al KhobarShow",Condo Hotel,8.3,Reviewscore,30reviews,null,SAR 351,2 nights, 1 adult,null, +SAR26 taxes and charges  ,,Condo Hotel
Boudl Bondoqia, HailShow,null,8.5,Reviewscore,71reviews,null,SAR 352,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,null
Fakhamat Al Orjoana & Suites, SakakahShow,Condo Hotel,3.2,Good,715reviews,null,SAR 352,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,Condo Hotel
Dabab Hotel By Warwick," Al Sulimania, RiyadhShow",null,6.9,Good,131reviews,null,SAR 353,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,null
Silent Room 3, RiyadhShow,Condo Hotel,7.7,Good,67reviews,null,SAR 354,2 nights, 1 adult,null, +SAR27 taxes and charges  ,PromotedThis property spends a little extra to promote their visibility on our site. It matches your search criteria and is a great option for you.,Condo Hotel
Al Furat Madayin Hotel," Al Olaya, RiyadhShow",null,None,VeryGood,123reviews,null,SAR 354,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,null
Maset Al Masem Al Khobar," Al Olayya, Al KhobarShow",null,None,VeryGood,131reviews,null,SAR 354,2 nights, 1 adult,3-star, +SAR27 taxes and charges  ,null,null
هدوء الليالي - كيان, Khamis MushaytShow,Condo Hotel,None,Good,109reviews,null,SAR 355,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
فندق لمار البوادى, JeddahShow,null,9.1,VeryGood,708reviews,null,SAR 355,2 nights, 1 adult,3-star, +SAR8 taxes and charges  ,null,null
Landmark Suites Jeddah," Al Andalus, JeddahShow",Condo Hotel,7.4,Good,425reviews,null,SAR 355,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Al Nimran Hotel, Al KhobarShow,null,5.8,Good,703reviews,null,SAR 356,2 nights, 1 adult,2-star, +SAR27 taxes and charges  ,null,null
برج سما للشقق المفروشة, JeddahShow,Condo Hotel,7.9,Reviewscore,444reviews,null,SAR 357,2 nights, 1 adult,null, +SAR27 taxes and charges  ,PromotedThis property spends a little extra to promote their visibility on our site. It matches your search criteria and is a great option for you.,Condo Hotel
SDM Gulf Furnished Apartments, JeddahShow,Condo Hotel,9.0,VeryGood,579reviews,null,SAR 358,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Esnad Furnished Units, JeddahShow,Condo Hotel,7.3,Good,483reviews,null,SAR 358,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,Condo Hotel
ديوانيات الضيف شقق مفروشه, Ahad RafidahShow,Apartments,7.0,Reviewscore,373reviews,null,SAR 358,2 nights, 1 adult,null, includes taxes and charges ,,Apartments
هدوء المساء," Al Hamra, RiyadhShow",null,8.0,VeryGood,86reviews,null,SAR 358,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,null
Basmah Shaqraa for suits hotel, JeddahShow,Condo Hotel,8.9,Good,36reviews,null,SAR 358,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,Condo Hotel
Jeddah Wakan Villas and Suites, JeddahShow,null,None,Good,790reviews,null,SAR 359,2 nights, 1 adult,null, +SAR9 taxes and charges  ,,null
Wakan Kinan," Al Salamah, JeddahShow",Condo Hotel,None,VeryGood,307reviews,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
روز للوحدات السكنية, Al ThybiyahShow,null,None,VeryGood,926reviews,null,SAR 360,2 nights, 1 adult,null, includes taxes and charges ,,null
Amasy Al-Bashaer, JeddahShow,Condo Hotel,7.1,VeryGood,166reviews,null,SAR 360,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Manazil Al Dhayf, JeddahShow,null,8.6,VeryGood,298reviews,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,null
لؤلؤة الروضة للشقق الفندقية," Al Rawda, JeddahShow",Condo Hotel,8.4,VeryGood,226reviews,null,SAR 360,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,Condo Hotel
Beauty Rayan 2, JazanShow,Condo Hotel,7.4,Good,273reviews,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Sara Alkhobar Furnished Apartments," Al Aqrabeyah, Al KhobarShow",Condo Hotel,7.8,Reviewscore,35reviews,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Mrakez Alarab Furnished Apartments 2," Qurish Street, JeddahShow",Condo Hotel,7.9,Excellent,677reviews,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Janayen Alwed, TaifShow,Condo Hotel,6.8,VeryGood,320reviews,null,SAR 360,2 nights, 1 adult,null, +SAR21 taxes and charges  ,,Condo Hotel
فندق حياة سدير, Al Majma'ahShow,null,9.0,VeryGood,877reviews,null,SAR 360,2 nights, 1 adult,null, includes taxes and charges ,,null
Business Tower, NimrānShow,null,10,VeryGood,"1,594reviews",null,SAR 360,2 nights, 1 adult,4-star, +SAR36 taxes and charges  ,null,null
Dist Inn Aparthotel, HailShow,Condo Hotel,7.5,Reviewscore,152reviews,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Farah Aparthotel, JeddahShow,Condo Hotel,6.7,VeryGood,128reviews,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Durrat Manzli ApartHotel, Al KhobarShow,null,6.4,VeryGood,184reviews,null,SAR 360,2 nights, 1 adult,2-star, +SAR18 taxes and charges  ,null,null
Rafahiat Jeddah Hotel Suites 2, JeddahShow,Condo Hotel,7.3,Good,66reviews,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Durrat Alamaken Furnished Apartments, RiyadhShow,Condo Hotel,7.9,VeryGood,438reviews,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Rifaf Abha ApartHotel, AbhaShow,null,7.0,Good,159reviews,null,SAR 360,2 nights, 1 adult,null, includes taxes and charges ,,null
Sun Park Hotel Suites," Al Salamah, JeddahShow",null,None,VeryGood,527reviews,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,null
برج الخيمة, MeccaShow,null,None,Good,62reviews,null,SAR 360,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,null
Madinah Marriott Hotel," Central Madinah, MedinaShow",null,None,Reviewscore,4reviews,null,SAR 360,2 nights, 1 adult,1-star, +SAR27 taxes and charges  ,null,null
Doolve Hotel, Hafr Al-BatinShow,null,6.6,Good,180reviews,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,null
konal Hotel Suites," Al Hamra, JeddahShow",Condo Hotel,6.4,Good,42reviews,null,SAR 360,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Danah Aparthotel, RiyadhShow,Condo Hotel,7.1,Reviewscore,38reviews,null,SAR 360,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,Condo Hotel
رائحه البستان, ḨaraḑShow,Condo Hotel,None,VeryGood,556reviews,null,SAR 360,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,Condo Hotel
suknai, RiyadhShow,Condo Hotel,None,Reviewscore,82reviews,null,SAR 360,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,Condo Hotel
Taleen Al Nadwa, RiyadhShow,Condo Hotel,None,Reviewscore,77reviews,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Comfort Inn Yarmukh, RiyadhShow,Condo Hotel,6.6,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Manazel Maali Suites," Al Hamra, RiyadhShow",null,7.8,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,null
Sara ِApartment and Suites," Al Aqrabeyah, Al KhobarShow",Condo Hotel,6.7,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,PromotedThis property spends a little extra to promote their visibility on our site. It matches your search criteria and is a great option for you.,Condo Hotel
Kadi Hotel, Al MikhlafShow,null,7.5,null,null,null,SAR 360,2 nights, 1 adult,3-star, +SAR18 taxes and charges  ,null,null
Queen Furnished Units, Al ThybiyahShow,Condo Hotel,6.8,null,null,null,SAR 360,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Maskan Al Dyafah Apartment, DammamShow,Condo Hotel,7.8,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,Condo Hotel
JW Inn Hotel, Al KhobarShow,null,8.1,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,null
Almuhaidb Jarir - Almalaz المهيدب جرير - الملز," Al Malaz, RiyadhShow",Condo Hotel,7.0,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Hera Homes," Hera Street, JeddahShow",Condo Hotel,None,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
فندق جاردن فيو, TabukShow,null,None,null,null,null,SAR 360,2 nights, 1 adult,3-star, +SAR27 taxes and charges  ,null,null
Comfort Inn ِAl Taawon, RiyadhShow,Condo Hotel,None,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR45 taxes and charges  ,,Condo Hotel
النزل الذهبية, RiyadhShow,Condo Hotel,8.8,null,null,null,SAR 360,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Blue Sands Al Bilsan Furnished Units, DammamShow,Condo Hotel,8.0,null,null,null,SAR 360,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Gardinia Inn Furnished Units, JeddahShow,null,6.2,null,null,null,SAR 360,2 nights, 1 adult,3-star, includes taxes and charges ,null,null
الحياة بيتا, TabukShow,Condo Hotel,7.0,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR0 taxes and charges  ,,Condo Hotel
Hemdanet Alkhair, HailShow,Chalets,8.8,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR20 taxes and charges  ,,Chalets
Al Bustan Crown Hotel 2, ArarShow,null,6.8,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR0 taxes and charges  ,,null
Tera Al Salam Hotel, MeccaShow,null,7.9,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,null
Al Waad Resort, MuhayilShow,null,6.5,null,null,null,SAR 360,2 nights, 1 adult,null, includes taxes and charges ,,null
Msharef Al Moden Suites Jazan, JazanShow,Condo Hotel,7.7,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Al Rafahya Crown, RiyadhShow,Condo Hotel,None,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR23 taxes and charges  ,,Condo Hotel
نزل الاحلام, Al MuraysīyahShow,Condo Hotel,None,null,null,null,SAR 360,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Nafal Hotel Suites, Qal'at BishahShow,Condo Hotel,None,null,null,null,SAR 360,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Al Eairy Apartments - Al Madinah 11, MedinaShow,Condo Hotel,7.2,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Dybaj Hotel Apartment 2, DammamShow,Condo Hotel,6.8,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,Condo Hotel
Lavender Suites Hotel, RafhaShow,Condo Hotel,7.6,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,Condo Hotel
Dimah Abha, AbhaShow,Condo Hotel,3.9,null,null,null,SAR 360,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Rahat Al Hawiyah Apartments 2, TaifShow,Condo Hotel,6.3,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR9 taxes and charges  ,,Condo Hotel
Al Zawaia Al Raqiah, Khamis MushaytShow,Condo Hotel,6.5,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR0 taxes and charges  ,,Condo Hotel
يار للوحدات السكنيه شاليهات و مسابح, JazanShow,null,7.1,null,null,null,SAR 360,2 nights, 1 adult,3-star, includes taxes and charges ,null,null
Afaq Al Raha, Khamis MushaytShow,null,7.9,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,null
Massara House 3 for Singles, Al KhobarShow,Condo Hotel,7.7,null,null,null,SAR 360,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Layali Al Rayyis Chalets, RayyisShow,Chalets,None,null,null,null,SAR 360,2 nights, 1 adult,null, includes taxes and charges ,,Chalets
Al Shaiki Hotel, Al JubailShow,null,None,null,null,null,SAR 360,2 nights, 1 adult,3-star, +SAR18 taxes and charges  ,null,null
CAPITAL O 456 Almansour Grand Hotel, Hafr Al-BatinShow,null,None,null,null,null,SAR 361,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,null
Hayat Rose Hotel Apartments, RiyadhShow,Condo Hotel,8.0,null,null,null,SAR 361,2 nights, 1 adult,null, +SAR46 taxes and charges  ,PromotedThis property spends a little extra to promote their visibility on our site. It matches your search criteria and is a great option for you.,Condo Hotel
Al Atlal Hotel, Al KhobarShow,null,8.5,null,null,null,SAR 362,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,null
Quiet Dreams - Al Noor Branch," South Obhr, JeddahShow",Condo Hotel,7.8,null,null,null,SAR 363,2 nights, 1 adult,null, +SAR27 taxes and charges  ,,Condo Hotel
Suite Inn Hotel Riyadh," Al Sulimania, RiyadhShow",null,8.1,null,null,null,SAR 364,2 nights, 1 adult,4-star, +SAR36 taxes and charges  ,null,null
Ashbilia Suites, Al KhobarShow,Condo Hotel,6.6,null,null,null,SAR 364,2 nights, 1 adult,null, +SAR18 taxes and charges  ,,Condo Hotel
Boudl Palestine, JeddahShow,Condo Hotel,7.9,null,null,null,SAR 370,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,Condo Hotel
المسكن المثالي للوحدات السكنية, RiyadhShow,Condo Hotel,8.1,null,null,null,SAR 370,2 nights, 1 adult,null, +SAR19 taxes and charges  ,,Condo Hotel
Golden Garden AlMadhina Hotel, MedinaShow,null,8.3,null,null,null,SAR 370,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,null
Emaar Resident Hotel, Al MuzāḩimīyahShow,null,7.5,null,null,null,SAR 370,2 nights, 1 adult,null, +SAR19 taxes and charges  ,,null
الفنار العالمى 2 -الهيئة الملكية, YanbuShow,Condo Hotel,7.8,null,null,null,SAR 370,2 nights, 1 adult,null, +SAR19 taxes and charges  ,,Condo Hotel
Jeddah Gulf, JeddahShow,Condo Hotel,6.4,null,null,null,SAR 371,2 nights, 1 adult,null, includes taxes and charges ,,Condo Hotel
Relax Furnished Units, ArarShow,Condo Hotel,7.1,null,null,null,SAR 372,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,Condo Hotel
Manbaa Alraha Aparthotel, Az ZulfiShow,Condo Hotel,8.4,null,null,null,SAR 372,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,Condo Hotel
فندق رفاف العزيزية, MeccaShow,null,8.1,null,null,null,SAR 372,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,null
Manazilna Apartments Riyadh, RiyadhShow,Condo Hotel,8.4,null,null,null,SAR 372,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,Condo Hotel
DALLA House Suites, DammamShow,Condo Hotel,8.3,null,null,null,SAR 372,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,Condo Hotel
Laten Suites, JeddahShow,Condo Hotel,7.7,null,null,null,SAR 373,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,Condo Hotel
Quiet Dreams - Al Murjan Branch," King Abdul Aziz Road, JeddahShow",Condo Hotel,7.8,null,null,null,SAR 374,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,Condo Hotel
Almuhaidb Almalaz - Aljamiah المهيدب الملز - الجامعة," Al Malaz, RiyadhShow",Condo Hotel,6.6,null,null,null,SAR 374,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,Condo Hotel
Almuhaidb Tahliya (Olaya)," Al Olaya, RiyadhShow",Condo Hotel,6.9,null,null,null,SAR 374,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,Condo Hotel
Marsa Al Hamra Hotel Apartments," Al Hamra, JeddahShow",Condo Hotel,7.5,null,null,null,SAR 376,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,Condo Hotel
المهيدب ريزيدنس الخبر Almuhaidb Residence alkhobar, Al KhobarShow,null,7.4,null,null,null,SAR 376,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,null
Almuhaidb Alolaya Kories - المهيدب العليا خريص," Al Olaya, RiyadhShow",Condo Hotel,7.4,null,null,null,SAR 376,2 nights, 1 adult,null, +SAR28 taxes and charges  ,,Condo Hotel
Qasr Al Ertiqaa Hotel Apartments, AbhaShow,Condo Hotel,8.4,null,null,null,SAR 378,2 nights, 1 adult,null, +SAR19 taxes and charges  ,,Condo Hotel
North Visitor Apart-Hotel, SakakahShow,Condo Hotel,8.5,null,null,null,SAR 378,2 nights, 1 adult,null, +SAR19 taxes and charges  ,,Condo Hotel
